"code_spygen","code_explo","rep","date","station","site_name","province","country","project","sample_type","sample_method","time_start","time_end","duration_min","volume","depth","temperature","turbidity","habitat","habitat_type","gps_start","latitude_start","longitude_start","gps_b","lat_gps_b","long_gps_b","gps_c","lat_gps_c","long_gps_c","gps_d","lat_gps_d","long_gps_d","gps_half_turn","latitude_turn","longitude_turn","gps_end","latitude_end","longitude_end","filter","data_manager","gps_owner","comment","site35","site30","site25","site20","site10","site5","longitude_start_clean","latitude_start_clean","dist_to_coast..m.","dist_to_CT"
"SPY173263","YGA008",1,"28/02/2018","anse_bertrand_large","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","16:12","16:42","30",30,"0",28,0,"marine",NA,"E71","?16.50096","?-61.51445","E72","?16.51337","?-61.50085","E73","?16.51668","?-61.50405","E74","?16.50611","?-61.51916",NA,NA,NA,"E75","?16.50245","?-61.51697",0.2,"Virginie Marques","megafauna","Ecoute : petit Rorqual et Baleine à bosse mâl à grande distance (>4 miles)","site3","site3","site3","site3","site3","site6",-61.51445,16.50096,7096415,"17653.62"
"SPY173264","YGA008",2,"28/02/2018","anse_bertrand_large","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","16:12","16:42","30",30,"0",28,0,"marine",NA,"E71","?16.50096","?-61.51445","E72","?16.51337","?-61.50085","E73","?16.51668","?-61.50405","E74","?16.50611","?-61.51916",NA,NA,NA,"E75","?16.50245","?-61.51697",0.2,"Virginie Marques","megafauna","Ecoute : petit Rorqual et Baleine à bosse mâl à grande distance (>4 miles)","site3","site3","site3","site3","site3","site6",-61.51445,16.50096,7096415,"17653.62"
"SPY173265","YGA009",1,"28/02/2018","anse_colas","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","17:45","18:15","30",30,"0",28,0,"marine",NA,"E81","?16.47047","?-61.52166","E82","?16.45774","?-61.53509","E83","?16.46083","?-61.53851","E84","?16.46083","?-61.52590",NA,NA,NA,"E84","?16.46083","?-61.52590",0.2,"Virginie Marques","megafauna","Ecoute : petit Rorqual et Baleine à bosse mâl à grande distance (>4 miles) / Pompe prototype à débit 0.91L/min théorique","site3","site3","site3","site3","site3","site6",-61.52166,16.47047,7096262,"17655.43"
"SPY173266","YGA009",2,"28/02/2018","anse_colas","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","17:45","18:15","30",30,"0",28,0,"marine",NA,"E81","?16.47047","?-61.52166","E82","?16.45774","?-61.53509","E83","?16.46083","?-61.53851","E84","?16.46083","?-61.52590",NA,NA,NA,"E84","?16.46083","?-61.52590",0.2,"Virginie Marques","megafauna","Ecoute : petit Rorqual et Baleine à bosse mâl à grande distance (>4 miles)","site3","site3","site3","site3","site3","site6",-61.52166,16.47047,7096262,"17655.43"
"SPY173267","YGA010",1,"01/03/2018","bouillante_large","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","09:35","10:05","30",30,"0",28,0,"marine",NA,"E91","?16.07855","?-61.85716","E92","?16.08127","?-61.85252","E93","?16.09919","?-61.85313","E94","?16.09772","?-61.85753",NA,NA,NA,"E95","?16.08154","?-61.85836",0.2,"Virginie Marques","megafauna","Observation pseudoOrque (minium 6 visibles + nombreux a priori non visible sur zone)","site4","site4","site4","site4","site4","site7",-61.85716,16.07855,7120599,"17659.55"
"SPY173268","YGA010",2,"01/03/2018","bouillante_large","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","09:35","10:05","30",30,"0",28,0,"marine",NA,"E91","?16.07855","?-61.85716","E92","?16.08127","?-61.85252","E93","?16.09919","?-61.85313","E94","?16.09772","?-61.85753",NA,NA,NA,"E95","?16.08154","?-61.85836",0.2,"Virginie Marques","megafauna","Observation pseudoOrque (minium 6 visibles + nombreux a priori non visible sur zone) /Pompe prototype à débit 0.91L/min théorique","site4","site4","site4","site4","site4","site7",-61.85716,16.07855,7120599,"17659.55"
"SPY173281","YGA017",1,"03/03/2018","chateau_petite_terre","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","10:21","10:41","20",30,"0",28,0,"marine",NA,"E171","?16.20771","?-61.14683","E172","?16.22309","?-61.15646","E173","?16.22562","?-61.15257","E174","?16.22140","?-61.14821",NA,NA,NA,"E174","?16.22140","?-61.14821",0.2,"Virginie Marques","megafauna","Problème technique pompe 2","site5","site5","site5","site5","site5","site8",-61.14683,16.20771,7048031,"17704.37"
"SPY173275","YGA014",1,"02/03/2018","fajou","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","10:10","10:40","30",30,"0",28,0,"marine",NA,"E141","?16.35900","?-61.57521","E142","?16.35994","?-61.59384","E143","?16.36443","?-61.59339","E144","?16.36451","?-61.57498",NA,NA,NA,"E145","?16.36432","?-61.57496",0.2,"Virginie Marques","megafauna","Proche réserve Fajou. côté barrière de corail. ","site3","site3","site6","site6","site6","site9",-61.57521,16.359,7098639,"17659.96"
"SPY173276","YGA014",2,"02/03/2018","fajou","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","10:10","10:40","30",30,"0",28,0,"marine",NA,"E141","?16.35900","?-61.57521","E142","?16.35994","?-61.59384","E143","?16.36443","?-61.59339","E144","?16.36451","?-61.57498",NA,NA,NA,"E145","?16.36432","?-61.57496",0.2,"Virginie Marques","megafauna","Proche réserve Fajou. côté barrière de corail. ","site3","site3","site6","site6","site6","site9",-61.57521,16.359,7098639,"17659.96"
"SPY173273","YGA013",1,"02/03/2018","jardin_eden","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","09:03","09:33","30",30,"0",28,0,"marine",NA,"E131","?16.37651","?-61.52821","E132","?16.35956","?-61.52274","E133","?16.36119","?-61.51821","E134","?16.37721","?-61.52417",NA,NA,NA,"E135","?16.37721","?-61.52417",0.2,"Virginie Marques","megafauna",NA,"site3","site3","site6","site6","site6","site10",-61.52821,16.37651,7094116,"17662.21"
"SPY173274","YGA013",2,"02/03/2018","jardin_eden","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","09:03","09:33","30",30,"0",28,0,"marine",NA,"E131","?16.37651","?-61.52821","E132","?16.35956","?-61.52274","E133","?16.36119","?-61.51821","E134","?16.37721","?-61.52417",NA,NA,NA,"E135","?16.37721","?-61.52417",0.2,"Virginie Marques","megafauna",NA,"site3","site3","site6","site6","site6","site10",-61.52821,16.37651,7094116,"17662.21"
"SPY173251","YGA002",1,"26/02/2018","petit_cul_de_sac_marin_cote","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","15:00","15:30","30",30,"0",28,0,"marine",NA,"E11","?16.20352","?-61.53646","E12","?16.18854","?-61.54670","E13","?16.18543","?-61.54323","E14","?16.20063","?-61.53322",NA,NA,NA,"E14","?16.20063","?-61.53322",0.2,"Virginie Marques","megafauna",NA,"site6","site6","site7","site7","site7","site11",-61.53646,16.20352,7089803,"17674.9"
"SPY173252","YGA002",2,"26/02/2018","petit_cul_de_sac_marin_cote","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","15:00","15:30","30",30,"0",28,0,"marine",NA,"E11","?16.20352","?-61.53646","E12","?16.18854","?-61.54670","E13","?16.18543","?-61.54323","E14","?16.20063","?-61.53322",NA,NA,NA,"E14","?16.20063","?-61.53322",0.2,"Virginie Marques","megafauna",NA,"site6","site6","site7","site7","site7","site11",-61.53646,16.20352,7089803,"17674.9"
"SPY173250","YGA001",1,"26/02/2018","petit_cul_de_sac_marin_Large","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","12:50","13:20","30",30,"0",28,0,"marine",NA,"E01","?16.15962","?-61.50619","E02","?16.14538","?-61.51763","E03","?16.14256","?-61.51380","E04","?16.15494","?-61.50335",NA,NA,NA,"E04","?16.15494","?-61.50335",0.2,"Virginie Marques","megafauna","Risque contamination homme + bateau / réplicat = SPY180501","site6","site6","site7","site7","site7","site12",-61.50619,16.15962,7085236,"17680.6"
"SPY180501","YGA001",2,"26/02/2018","petit_cul_de_sac_marin_Large","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","12:50","13:20","30",30,"0",28,0,"marine",NA,"E01","?16.15962","?-61.50619","E02","?16.14538","?-61.51763","E03","?16.14256","?-61.51380","E04","?16.15494","?-61.50335",NA,NA,NA,"E04","?16.15494","?-61.50335",0.2,"Virginie Marques","megafauna","Risque contamination homme + bateau/ réplicat = SPY1733250","site6","site6","site7","site7","site7","site12",-61.50619,16.15962,7085236,"17680.6"
"SPY173282","YGA018",1,"03/03/2018","petite_terre1","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","11:10","11:40","30",30,"0",28,0,"marine",NA,"E181","?16.18316","?-61.11949","E182","?16.16357","?-61.11470",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E182","?16.16357","?-61.11470",0.2,"Virginie Marques","megafauna","Problème technique pompe 2. Transect côtier. ","site5","site5","site5","site5","site5","site13",-61.11949,16.18316,7044354,"17708.36"
"SPY173283","YGA019",1,"03/03/2018","petite_terre2","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","12:00","12:30","30",30,"0",28,0,"marine",NA,"E191","?16.17763","?-61.09994","E192","?16.17519","?-61.13187",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E192","?16.17519","?-61.13187",0.2,"Virginie Marques","megafauna","Problème technique pompe 2. un dauphin proche côte. Zone fréquentée très majoritairement par des Tursiops. Transect côtier empiète sur Petite Terre 1. ","site5","site5","site5","site5","site5","site13",-61.09994,16.17763,7042086,"17710.27"
"SPY173280","YGA016",1,"03/03/2018","pointe_chateau","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","08:52","09:22","30",30,"0",28,0,"marine",NA,"E161","?16.24619","?-61.21300","E162","?16.24393","?-61.19560","E163","?16.23943","?-61.19513","E164","?16.24471","?-61.21300",NA,NA,NA,"E165","?16.24631","?-61.21234",0.2,"Virginie Marques","megafauna","Problème technique pompe 2","site5","site5","site5","site5","site8","site14",-61.213,16.24619,7056303,"17696.34"
"SPY173259","YGA006",1,"27/02/2018","pointe_ferry","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","11:36","11:50","14",14,"0",28,0,"marine",NA,"E51","?16.26170","?-61.82218","E52","?16.27359","?-61.82390","E53","?16.27940","?-61.82426",NA,NA,NA,NA,NA,NA,"E53","?16.27940","?-61.82426",0.2,"Virginie Marques","megafauna","Colmatage capsule car aspire de l'air car bateau trop haut sur l'eau (explotision capsule. perte à l'eau et récupérée après 5 min)","site4","site4","site4","site8","site9","site15",-61.82218,16.2617,7122273,"17648.38"
"SPY173271","YGA012",3,"01/03/2018","pointe_ferry","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","12:10","12:33","23",23,"0",28,0,"marine",NA,"E121","?16.26194","?-61.82252","E122","?16.27987","?-61.81971","E123","?16.27934","?-61.82436","E124","?16.26924","?-61.82560",NA,NA,NA,"E124","?16.26924","?-61.82560",0.2,"Virginie Marques","megafauna","Arrête pompe proto pompage air colmatage pompe car sargasse accumulée faisant remonter le fil car portance","site4","site4","site4","site8","site9","site15",-61.82252,16.26194,7122317,"17648.33"
"SPY173272","YGA012",4,"01/03/2018","pointe_ferry","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","12:10","12:33","23",2,"0",28,0,"marine",NA,"E121","?16.26194","?-61.82252","E122","?16.27987","?-61.81971","E123","?16.27934","?-61.82436","E124","?16.26924","?-61.82560",NA,NA,NA,"E124","?16.26924","?-61.82560",0.2,"Virginie Marques","megafauna","Arrête pompe proto pompage air colmatage pompe  car sargasse accumulée faisant remonter le fil car portance /Pompe prototype à débit 0.91L/min théorique","site4","site4","site4","site8","site9","site15",-61.82252,16.26194,7122317,"17648.33"
"SPY173253","YGA003",1,"26/02/2018","riviere_salee","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_aller_retour","17:00","17:30","30",30,"0",28,3,"freshwater",NA,"E21","?16.25520","?-61.54755","E22","?16.28299","?-61.55131",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E22","?16.28299","?-61.55131",0.2,"Virginie Marques","megafauna","Mangrove Courant Nord vers sud","site6","site6","site7","site7","site10","site16",-61.54755,16.2552,7092543,"17670.08"
"SPY173254","YGA003",2,"26/02/2018","riviere_salee","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_aller_retour","17:00","17:30","30",30,"0",28,3,"freshwater",NA,"E21","?16.25520","?-61.54755","E22","?16.28299","?-61.55131",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E22","?16.28299","?-61.55131",0.2,"Virginie Marques","megafauna","Mangrove Courant Nord vers sud","site6","site6","site7","site7","site10","site16",-61.54755,16.2552,7092543,"17670.08"
"SPY173255","YGA004",1,"27/02/2018","sec_nord","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","08:07","08:25","18",18,"0",28,0,"marine",NA,"E31","?16.24518","?-61.87116","E32","?16.23587","?-61.88717","E33","?16.23233","?-61.88434","E34","?16.23419","?-61.88118",NA,NA,NA,"E34","?16.23419","?-61.88118",0.2,"Virginie Marques","megafauna","Colmatage capsule car aspire de l'air car bateau trop haut sur l'eau (explotision capsule. perte à l'eau et récupérée après 5 min)","site4","site4","site4","site8","site9","site17",-61.87116,16.24518,7127049,"17645.83"
"SPY173258","YGA005",2,"27/02/2018","sec_sud_1","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","09:58","10:20","22",22,"0",28,0,"marine",NA,"E41","?16.15732","?-61.87493","E42","?16.14000","?-61.86901","E43","?16.14120","?-61.86456","E44","?16.14581","?-61.86575",NA,NA,NA,"E44","?16.14581","?-61.86575",0.2,"Virginie Marques","megafauna","Banc de dauphins Tacheté tropicaux (à 1m de la crépine pendant plusieurs minutes)","site4","site4","site4","site4","site4","site18",-61.87493,16.15732,7124842,"17652.2"
"SPY173269","YGA011",1,"01/03/2018","sec_sud_2","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","11:02","11:11","9",9,"0",28,0,"marine",NA,"E111","?16.14098","?-61.86440","E112","?16.15285","?-61.86782",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E112","?16.15285","?-61.86782",0.2,"Virginie Marques","megafauna","Arrête pompe proto à 1.1km pb pompage air colmatage pompe","site4","site4","site4","site4","site4","site18",-61.8644,16.14098,7123224,"17654.26"
"SPY173270","YGA011",2,"01/03/2018","sec_sud_2","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","11:02","11:11","9",9,"0",28,0,"marine",NA,"E111","?16.14098","?-61.86440","E112","?16.15285","?-61.86782",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E112","?16.15285","?-61.86782",0.2,"Virginie Marques","megafauna","Arrête pompe proto à 1.1km pb pompage air colmatage pompe /Pompe prototype à débit 0.91L/min théorique","site4","site4","site4","site4","site4","site18",-61.8644,16.14098,7123224,"17654.26"
"SPY173278","YGA015",1,"02/03/2018","st_rose","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","11:34","12:04","30",30,"0",28,0,"marine",NA,"E151","?16.32673","?-61.67195","E152","?16.33806","?-61.68644","E153","?16.34145","?-61.68335","E154","?16.33061","?-61.66848",NA,NA,NA,"E155","?16.32765","?-61.67095",0.2,"Virginie Marques","megafauna","Proche lamentin. côté lagon. ","site3","site3","site6","site6","site11","site19",-61.67195,16.32673,7108067,"17655.01"
"SPY173279","YGA015",2,"02/03/2018","st_rose","guadeloupe","Tropical_Northwestern_Atlantic","France","megafauna","transect","transect_rectangle","11:34","12:04","30",30,"0",28,0,"marine",NA,"E151","?16.32673","?-61.67195","E152","?16.33806","?-61.68644","E153","?16.34145","?-61.68335","E154","?16.33061","?-61.66848",NA,NA,NA,"E155","?16.32765","?-61.67095",0.2,"Virginie Marques","megafauna","Proche lamentin. côté lagon. ","site3","site3","site6","site6","site11","site19",-61.67195,16.32673,7108067,"17655.01"
"SPY181920","YPF001",1,"19/06/2018","lagon_faka","fakarava","Southeast_Polynesia","France","megafauna","transect","transect_aller_retour","08:59","09:30","30",30,"0",NA,NA,"marine",NA,"33","-16.500305","-145.447768",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","-16.48544","-145.430314","36","-16.498969","-145.447519",0.2,"Virginie Marques","megafauna","Tuyau transp - très long à lancer","site7","site7","site8","site9","site12","site20",-145.447768,-16.500305,16297789,"9002.05"
"SPY181919","YPF001",2,"19/06/2018","lagon_faka","fakarava","Southeast_Polynesia","France","megafauna","transect","transect_aller_retour","08:59","09:30","30",30,"0",NA,NA,"marine",NA,"33","-16.500305","-145.447768",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35","-16.48544","-145.430314","36","-16.498969","-145.447519",0.2,"Virginie Marques","megafauna","Tuyau transp - très long à lancer","site7","site7","site8","site9","site12","site20",-145.447768,-16.500305,16297789,"9002.05"
"SPY181941","YPF002",3,"19/06/2018","lagon_faka","fakarava","Southeast_Polynesia","France","megafauna","transect","transect_aller_retour","11:10","11:40","30",30,"0",NA,NA,"marine",NA,"40","-16.500979","-145.449233",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","-16.492545","-145.439254","42","-16.504211","-145.451849",0.2,"Virginie Marques","megafauna","Tuyau transp - très long à lancer","site7","site7","site8","site9","site12","site20",-145.449233,-16.500979,16297960,"9001.9"
"SPY181911","YPF002",4,"19/06/2018","lagon_faka","fakarava","Southeast_Polynesia","France","megafauna","transect","transect_aller_retour","12:23","12:45","22",22,"0",NA,NA,"marine",NA,"43","-16.500383","-145.447721",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","-16.485035","-145.430644","45","-16.491784","-145.439291",0.2,"Virginie Marques","megafauna","Tuyau blanc - pump stopped working at 22'","site7","site7","site8","site9","site12","site20",-145.447721,-16.500383,16297785,"9002.06"
"SPY181533","YPF003",5,"20/06/2018","lagon_faka","fakarava","Southeast_Polynesia","France","megafauna","transect","transect_aller_retour","08:01","08:31","30",30,"0",NA,NA,"marine",NA,"46","-16.500328","-145.44823",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","-16.4854","-145.431085","48","-16.493118","-145.440181",0.2,"Virginie Marques","megafauna","Problem pump - stopped multiple times: total stopped time = 5'","site7","site7","site8","site9","site12","site20",-145.44823,-16.500328,16297840,"9002.01"
"SPY181914","YPF003",6,"20/06/2018","lagon_faka","fakarava","Southeast_Polynesia","France","megafauna","transect","transect_aller_retour","08:57","09:30","30",30,"0",NA,NA,"marine",NA,"49","-16.499774","-145.447065",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","-16.485841","-145.434049",NA,NA,NA,0.2,"Virginie Marques","megafauna","Problem pump - stopped for 8' and transect completed only one side","site7","site7","site8","site9","site12","site20",-145.447065,-16.499774,16297704,"9002.13"
"SPY181832","YPF004",7,"20/06/2018","lagon_faka","fakarava","Southeast_Polynesia","France","megafauna","transect","transect_aller_retour","09:55","10:30","30",30,"0",NA,NA,"marine",NA,"51","-16.500438","-145.447461",NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","-16.485325","-145.430616","53","-16.491767","-145.438592",0.2,"Virginie Marques","megafauna","Problem pump - stopped multiple times: total stopped time = 5'","site7","site7","site8","site9","site12","site20",-145.447461,-16.500438,16297756,"9002.09"
