"SPY181515,""YSM14"",3,""23/10/2018"",""tayrona_camera_1"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_rond"",""16:15"",""16:45"",""30"",30,""0"",NA,NA,""marine"","""",""128"",""?11.337649"",""?-74.110443"","""","""","""","""","""","""","""","""","""",""-"","""","""",""129"",""?11.337384"",""?-74.110499"",0.2,""Virginie Marques"",""megafauna"",""TAY2. Camera1_day1_evening"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181525,""YSM14"",4,""23/10/2018"",""tayrona_camera_1"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_rond"",""16:15"",""16:45"",""30"",30,""0"",NA,NA,""marine"","""",""128"",""?11.337649"",""?-74.110443"","""","""","""","""","""","""","""","""","""",""-"","""","""",""129"",""?11.337384"",""?-74.110499"",0.2,""Virginie Marques"",""megafauna"",""TAY2. Camera1_day1_evening"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181501,""YSM15"",5,""24/10/2018"",""tayrona_camera_1"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_rond"",""07:40"",""08:10"",""30"",30,""0"",NA,NA,""marine"","""",""128"",""?11.337649"",""?-74.110443"","""","""","""","""","""","""","""","""","""",""-"","""","""",""129"",""?11.337384"",""?-74.110499"",0.2,""Virginie Marques"",""megafauna"",""TAY3. Camera1_day2_morning"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181514,""YSM15"",6,""24/10/2018"",""tayrona_camera_1"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_rond"",""07:40"",""08:10"",""30"",30,""0"",NA,NA,""marine"","""",""128"",""?11.337649"",""?-74.110443"","""","""","""","""","""","""","""","""","""",""-"","""","""",""129"",""?11.337384"",""?-74.110499"",0.2,""Virginie Marques"",""megafauna"",""TAY3. Camera1_day2_morning"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181500,""YSM16"",1,""25/10/2018"",""tayrona_camera_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_rond"",""11:08"",""11:38"",""30"",30,""0"",NA,NA,""marine"","""",""132"",""?11.328275"",""?-74.114845"","""","""","""","""","""","""","""","""","""",""-"","""","""",""133"",""?11.327992"",""?-74.114391"",0.2,""Virginie Marques"",""megafauna"",""TAY4. Camera2_day1_morning"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181516,""YSM16"",2,""25/10/2018"",""tayrona_camera_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_rond"",""11:08"",""11:38"",""30"",30,""0"",NA,NA,""marine"","""",""132"",""?11.328275"",""?-74.114845"","""","""","""","""","""","""","""","""","""",""-"","""","""",""133"",""?11.327992"",""?-74.114391"",0.2,""Virginie Marques"",""megafauna"",""TAY4. Camera2_day1_morning"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181499,""YSM17"",1,""25/10/2018"",""tayrona_saturation_1"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""12:02"",""12:32"",""30"",30,""0"",NA,NA,""marine"","""",""75"",""?11.330775"",""?-74.116304"","""","""","""","""","""","""","""","""","""",""x"",""11.319237"",""-74.105329"",""76"",""?11.331073"",""?-74.116615"",0.2,""Virginie Marques"",""megafauna"",""SAT1"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181539,""YSM17"",2,""25/10/2018"",""tayrona_saturation_1"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""12:02"",""12:32"",""30"",30,""0"",NA,NA,""marine"","""",""75"",""?11.330775"",""?-74.116304"","""","""","""","""","""","""","""","""","""",""x"",""11.319237"",""-74.105329"",""76"",""?11.331073"",""?-74.116615"",0.2,""Virginie Marques"",""megafauna"",""SAT1"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181503,""YSM18"",1,""25/10/2018"",""tayrona_saturation_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""14:07"",""14:37"",""30"",30,""0"",NA,NA,""marine"","""",""77"",""?11.340723"",""?-74.112103"","""","""","""","""","""","""","""","""","""",""78"",""?11.320329"",""?-74.105287"",""79"",""?11.340310"",""?-74.111844"",0.2,""Virginie Marques"",""megafauna"",""SAT2"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181530,""YSM18"",2,""25/10/2018"",""tayrona_saturation_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""14:07"",""14:37"",""30"",30,""0"",NA,NA,""marine"","""",""77"",""?11.340723"",""?-74.112103"","""","""","""","""","""","""","""","""","""",""78"",""?11.320329"",""?-74.105287"",""79"",""?11.340310"",""?-74.111844"",0.2,""Virginie Marques"",""megafauna"",""SAT2"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181903,""YSM19"",3,""25/10/2018"",""tayrona_saturation_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""14:55"",""15:25"",""30"",30,""0"",NA,NA,""marine"","""",""80"",""?11.341963"",""?-74.112686"","""","""","""","""","""","""","""","""","""",""x"",""11.321972"",""-74.105442"",""81"",""?11.342078"",""?-74.112305"",0.2,""Virginie Marques"",""megafauna"",""SAT3"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181534,""YSM19"",4,""25/10/2018"",""tayrona_saturation_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""14:55"",""15:25"",""30"",30,""0"",NA,NA,""marine"","""",""80"",""?11.341963"",""?-74.112686"","""","""","""","""","""","""","""","""","""",""x"",""11.321972"",""-74.105442"",""81"",""?11.342078"",""?-74.112305"",0.2,""Virginie Marques"",""megafauna"",""SAT3"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181889,""YSM20"",3,""25/10/2018"",""tayrona_camera_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""15:48"",""16:18"",""30"",30,""0"",NA,NA,""marine"","""",""82"",""?11.326676"",""?-74.114275"","""","""","""","""","""","""","""","""","""",""-"","""","""",""83"",""?11.328732"",""?-74.114753"",0.2,""Virginie Marques"",""megafauna"",""TAY5. Camera2_day1_evening"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181891,""YSM20"",4,""25/10/2018"",""tayrona_camera_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""15:48"",""16:18"",""30"",30,""0"",NA,NA,""marine"","""",""82"",""?11.326676"",""?-74.114275"","""","""","""","""","""","""","""","""","""",""-"","""","""",""83"",""?11.328732"",""?-74.114753"",0.2,""Virginie Marques"",""megafauna"",""TAY5. Camera2_day1_evening"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181540,""YSM21"",3,""25/10/2018"",""tayrona_saturation_1"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""17:25"",""17:55"",""30"",30,""0"",NA,NA,""marine"","""",""84"",""?11.330174"",""?-74.115761"","""","""","""","""","""","""","""","""","""",""x"",""11.319065"",""-74.105460"",""85"",""?11.327559"",""?-74.114420"",0.2,""Virginie Marques"",""megafauna"",""SAT4"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181504,""YSM21"",4,""25/10/2018"",""tayrona_saturation_1"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""17:25"",""17:55"",""30"",30,""0"",NA,NA,""marine"","""",""84"",""?11.330174"",""?-74.115761"","""","""","""","""","""","""","""","""","""",""x"",""11.319065"",""-74.105460"",""85"",""?11.327559"",""?-74.114420"",0.2,""Virginie Marques"",""megafauna"",""SAT4"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181505,""YSM22"",5,""26/10/2018"",""tayrona_camera_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""06:41"",""07:11"",""30"",30,""0"",NA,NA,""marine"","""",""86"",""?11.328421"",""?-74.114296"","""","""","""","""","""","""","""","""","""",""-"","""","""",""87"",""?11.327636"",""?-74.113831"",0.2,""Virginie Marques"",""megafauna"",""TAY6. Camera2_day2_morning"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY181509,""YSM22"",6,""26/10/2018"",""tayrona_camera_2"",""santa_marta"",""Tropical_Northwestern_Atlantic"",""Columbia"",""megafauna"",""transect"",""transect_aller_retour"",""06:41"",""07:11"",""30"",30,""0"",NA,NA,""marine"","""",""86"",""?11.328421"",""?-74.114296"","""","""","""","""","""","""","""","""","""",""-"","""","""",""87"",""?11.327636"",""?-74.113831"",0.2,""Virginie Marques"",""megafauna"",""TAY6. Camera2_day2_morning"",""site9"",""site9"",""site10"",""site11"",""site15"",""site24""";
"SPY190618,""MOI01"",1,""08/04/2019"",""taaf_station"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""12:03"",""12:33"",""30"",30,""0"",NA,NA,""marine"","""",""105"",""-22.33944"",""40.33886"","""","""","""","""","""","""","""","""","""",""106"",""-22.32998"",""40.36085"",""107"",""-22.33347"",""40.34905"",0.2,""Virginie Marques"",""megafauna"",""Observation : green turtles"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY181897,""MOI01"",2,""08/04/2019"",""taaf_station"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""12:03"",""12:33"",""30"",30,""0"",NA,NA,""marine"","""",""105"",""-22.33944"",""40.33886"","""","""","""","""","""","""","""","""","""",""106"",""-22.32998"",""40.36085"",""107"",""-22.33347"",""40.34905"",0.2,""Virginie Marques"",""megafauna"",""Observation : green turtles"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY181529,""MOI02"",1,""09/04/2019"",""europa_distance_0m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""12:01"",""12:39"",""30"",30,""0"",NA,NA,""marine"","""",""109"",""-22.33281"",""40.35581"","""","""","""","""","""","""","""","""","""",""110"",""-22.33091"",""40.37989"",""112"",""-22.32926"",""40.36572"",0.2,""Virginie Marques"",""megafauna"",""Distance decay 0m"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY180771,""MOI02"",2,""09/04/2019"",""europa_distance_0m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""12:01"",""12:39"",""30"",30,""0"",NA,NA,""marine"","""",""109"",""-22.33281"",""40.35581"","""","""","""","""","""","""","""","""","""",""110"",""-22.33091"",""40.37989"",""112"",""-22.32926"",""40.36572"",0.2,""Virginie Marques"",""megafauna"",""Distance decay 0m"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY180766,""MOI03"",1,""09/04/2019"",""europa_distance_50m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""13:06"",""13:36"",""30"",30,""0"",NA,NA,""marine"","""",""114"",""-22.33078"",""40.36129"","""","""","""","""","""","""","""","""","""",""115"",""-22.32975"",""40.38043"",""116"",""-22.32888"",""40.3634"",0.2,""Virginie Marques"",""megafauna"",""Distance decay 50m"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY181720,""MOI03"",2,""09/04/2019"",""europa_distance_50m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""13:06"",""13:36"",""30"",30,""0"",NA,NA,""marine"","""",""114"",""-22.33078"",""40.36129"","""","""","""","""","""","""","""","""","""",""115"",""-22.32975"",""40.38043"",""116"",""-22.32888"",""40.3634"",0.2,""Virginie Marques"",""megafauna"",""Distance decay 50m"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY181522,""MOI04"",1,""09/04/2019"",""europa_distance_300m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""13:56"",""14:26"",""30"",30,""0"",NA,NA,""marine"","""",""117"",""-22.32652"",""40.36433"","""","""","""","""","""","""","""","""","""",""118"",""-22.32829"",""40.38054"",""119"",""-22.32825"",""40.36197"",0.2,""Virginie Marques"",""megafauna"",""Distance decay 300m"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY190611,""MOI04"",2,""09/04/2019"",""europa_distance_300m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""13:56"",""14:26"",""30"",30,""0"",NA,NA,""marine"","""",""117"",""-22.32652"",""40.36433"","""","""","""","""","""","""","""","""","""",""118"",""-22.32829"",""40.38054"",""119"",""-22.32825"",""40.36197"",0.2,""Virginie Marques"",""megafauna"",""Distance decay 300m"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY190610,""MOI05"",1,""09/04/2019"",""europa_distance_600m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""14:43"",""15:13"",""30"",30,""0"",NA,NA,""marine"","""",""120"",""-22.32454"",""40.36156"","""","""","""","""","""","""","""","""","""",""121"",""-22.32537"",""40.38092"",""122"",""-22.32384"",""40.36322"",0.2,""Virginie Marques"",""megafauna"",""Distance decay 600m"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY181510,""MOI05"",2,""09/04/2019"",""europa_distance_600m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""14:43"",""15:13"",""30"",30,""0"",NA,NA,""marine"","""",""120"",""-22.32454"",""40.36156"","""","""","""","""","""","""","""","""","""",""121"",""-22.32537"",""40.38092"",""122"",""-22.32384"",""40.36322"",0.2,""Virginie Marques"",""megafauna"",""Distance decay 600m"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY181507,""MOI06"",1,""10/04/2019"",""europa_300m_surface"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""11:10"","""","""",24,""0"",27,NA,""marine"","""","""",""-22.33752"",""40.39666"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site10"",""site10"",""site11"",""site12"",""site16"",""site26""";
"SPY190620,""MOI07"",1,""10/04/2019"",""europa_300m_50m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""11:10"","""","""",24,""50"",NA,NA,""marine"","""","""",""-22.33752"",""40.39666"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site10"",""site10"",""site11"",""site12"",""site16"",""site26""";
"SPY180761,""MOI08"",1,""10/04/2019"",""europa_300m_100m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""11:10"","""","""",24,""100"",NA,NA,""marine"","""","""",""-22.33752"",""40.39666"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site10"",""site10"",""site11"",""site12"",""site16"",""site26""";
"SPY180772,""MOI09"",1,""10/04/2019"",""europa_300m_150m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""11:10"","""","""",24,""150"",NA,NA,""marine"","""","""",""-22.33752"",""40.39666"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site10"",""site10"",""site11"",""site12"",""site16"",""site26""";
"SPY190621,""MOI10"",1,""10/04/2019"",""europa_300m_200m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""11:10"","""","""",24,""200"",NA,NA,""marine"","""","""",""-22.33752"",""40.39666"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site10"",""site10"",""site11"",""site12"",""site16"",""site26""";
"SPY180770,""MOI11"",1,""10/04/2019"",""europa_300m_300"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""11:10"","""","""",24,""300"",14,NA,""marine"","""","""",""-22.33752"",""40.39666"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"",""Temperature: 14°C. ";
"~15m above ground"",NA,NA,NA,NA,NA,NA";
"SPY181532,""MOI12"",1,""10/04/2019"",""europa_1000m_surface"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""15:10"","""","""",24,""0"",NA,NA,""marine"","""","""",""-22.33644"",""40.41177"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site10"",""site10"",""site11"",""site12"",""site16"",""site26""";
"SPY190619,""MOI13"",1,""10/04/2019"",""europa_1000m_500m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""15:10"","""","""",24,""500"",NA,NA,""marine"","""","""",""-22.33644"",""40.41177"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site10"",""site10"",""site11"",""site12"",""site16"",""site26""";
"SPY181883,""MOI14"",1,""10/04/2019"",""europa_1000m_1000m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""15:10"","""","""",24,""1000"",NA,NA,""marine"","""","""",""-22.33644"",""40.41177"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"",""Temperature: 7°C. ";
"~20m above ground. "",NA,NA,NA,NA,NA,NA";
"SPY190629,""MOI15"",1,""11/04/2019"",""taaf_station2"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""10:50"",""11:20"",""30"",30,""0"",NA,NA,""marine"","""",""98"",""-22.33879"",""40.33888"","""","""","""","""","""","""","""","""","""",""99"",""-22.33182"",""40.36057"",""100"",""-22.33521"",""40.34951"",0.2,""Virginie Marques"",""megafauna"",""turtles"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY190627,""MOI15"",2,""11/04/2019"",""taaf_station2"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""10:50"",""11:20"",""30"",30,""0"",NA,NA,""marine"","""",""98"",""-22.33879"",""40.33888"","""","""","""","""","""","""","""","""","""",""99"",""-22.33182"",""40.36057"",""100"",""-22.33521"",""40.34951"",0.2,""Virginie Marques"",""megafauna"",""turtles"",""site10"",""site10"",""site11"",""site12"",""site16"",""site25""";
"SPY181542,""MOI16"",1,""12/04/2019"",""canyon1_0m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""16:14"","""","""",12,""0"",NA,NA,""marine"","""","""",""-18.6225"",""41.77472"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"",""Canyon 847m deep"",""site11"",""site11"",""site12"",""site13"",""site17"",""site27""";
"SPY181535,""MOI17"",1,""12/04/2019"",""canyon1_840m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""16:14"","""","""",12,""840"",NA,NA,""marine"","""","""",""-18.6225"",""41.77472"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"",""Canyon 847m deep"",""site11"",""site11"",""site12"",""site13"",""site17"",""site27""";
"SPY181898,""MOI18"",1,""12/04/2019"",""seamount1_0m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""18:10"","""","""",24,""0"",NA,NA,""marine"","""","""",""-18.12441"",""42.04219"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"",""Seamount 347m deep "",""site12"",""site12"",""site13"",""site14"",""site18"",""site28""";
"SPY190625,""MOI19"",1,""12/04/2019"",""seamount1_170m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""18:10"","""","""",24,""170"",NA,NA,""marine"","""","""",""-18.12441"",""42.04219"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"",""Seamount 347m deep "",""site12"",""site12"",""site13"",""site14"",""site18"",""site28""";
"SPY190630,""MOI20"",1,""12/04/2019"",""seamount1_340m"",""europa"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""18:10"","""","""",24,""340"",NA,NA,""marine"","""","""",""-18.12441"",""42.04219"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"",""Seamount 347m deep . T° 7°C"",""site12"",""site12"",""site13"",""site14"",""site18"",""site28""";
"SPY190623,""MOI21"",1,""14/04/2019"",""juan_distance0"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""09:04"",""09:34"",""30"",30,""0"",NA,NA,""marine"","""",""102"",""-17.038661"",""42.66956"","""","""","""","""","""","""","""","""","""","""","""","""",""103"",""-17.05514"",""42.67807"",0.2,""Virginie Marques"",""megafauna"",""Distance decay"",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190624,""MOI21"",2,""14/04/2019"",""juan_distance0"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""09:04"",""09:34"",""30"",30,""0"",NA,NA,""marine"","""",""102"",""-17.038661"",""42.66956"","""","""","""","""","""","""","""","""","""","""","""","""",""103"",""-17.05514"",""42.67807"",0.2,""Virginie Marques"",""megafauna"",""Distance decay"",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190622,""MOI22"",1,""14/04/2019"",""juan_distance1"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""10:00"",""10:30"",""30"",30,""0"",NA,NA,""marine"","""",""104"",""-17.05547"",""42.67851"","""","""","""","""","""","""","""","""","""",""105"",""-17.03916"",""42.67063"",""106"",""-17.04908"",""42.67333"",0.2,""Virginie Marques"",""megafauna"",""Distance decay"",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190628,""MOI22"",2,""14/04/2019"",""juan_distance1"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""10:00"",""10:30"",""30"",30,""0"",NA,NA,""marine"","""",""104"",""-17.05547"",""42.67851"","""","""","""","""","""","""","""","""","""",""105"",""-17.03916"",""42.67063"",""106"",""-17.04908"",""42.67333"",0.2,""Virginie Marques"",""megafauna"",""Distance decay"",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190626,""MOI23"",1,""14/04/2019"",""juan_distance2"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""10:47"",""11:20"",""30"",30,""0"",NA,NA,""marine"","""",""107"",""-17.03868"",""42.66977"","""","""","""","""","""","""","""","""","""","""","""","""",""108"",""-17.05603"",""42.67631"",0.2,""Virginie Marques"",""megafauna"",""Distance decay"",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190614,""MOI23"",2,""14/04/2019"",""juan_distance2"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""10:47"",""11:20"",""30"",30,""0"",NA,NA,""marine"","""",""107"",""-17.03868"",""42.66977"","""","""","""","""","""","""","""","""","""","""","""","""",""108"",""-17.05603"",""42.67631"",0.2,""Virginie Marques"",""megafauna"",""Distance decay"",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190612,""MOI24"",1,""14/04/2019"",""juan_distance3"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""11:47"",""12:17"",""30"",30,""0"",NA,NA,""marine"","""",""109"",""-17.05712"",""42.67116"","""","""","""","""","""","""","""","""","""",""110"",""-17.03912"",""42.65957"",""111"",""-17.04626"",""42.66076"",0.2,""Virginie Marques"",""megafauna"",""Distance decay"",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY180783,""MOI24"",2,""14/04/2019"",""juan_distance3"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""transect"",""transect_aller_retour"",""11:47"",""12:17"",""30"",30,""0"",NA,NA,""marine"","""",""109"",""-17.05712"",""42.67116"","""","""","""","""","""","""","""","""","""",""110"",""-17.03912"",""42.65957"",""111"",""-17.04626"",""42.66076"",0.2,""Virginie Marques"",""megafauna"",""Distance decay"",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190617,""MOI25"",1,""15/04/2019"",""juan_300m_0m"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""15:30"","""","""",24,""0"",NA,NA,""marine"","""","""",""-17.023831"",""42.654805"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY180762,""MOI26"",1,""15/04/2019"",""juan_300m_50m"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""15:30"","""","""",24,""50"",NA,NA,""marine"","""","""",""-17.023831"",""42.654805"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY181524,""MOI27"",1,""15/04/2019"",""juan_300m_100m"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""15:30"","""","""",24,""100"",NA,NA,""marine"","""","""",""-17.023831"",""42.654805"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190613,""MOI28"",1,""15/04/2019"",""juan_300m_150m"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""15:30"","""","""",24,""150"",NA,NA,""marine"","""","""",""-17.023831"",""42.654805"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
"SPY190615,""MOI29"",1,""15/04/2019"",""juan_300m_200m"",""juan_de_nova"",""Western_Indian_Ocean"",""France"",""megafauna"",""point"",""niskin"",""15:30"","""","""",24,""200"",NA,NA,""marine"","""","""",""-17.023831"",""42.654805"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",0.2,""Virginie Marques"",""megafauna"","""",""site13"",""site13"",""site14"",""site15"",""site19"",""site29""";
