"","code_spygen","code_explo","rep","date","station","site","region","country","project","sample_type","sample_method","time_start","time_end","duration_min","volume","depth","temperature","turbidity","habitat","gps_start","latitude_start","longitude_start","gps_b","lat_gps_b","long_gps_b","gps_c","lat_gps_c","long_gps_c","gps_d","lat_gps_d","long_gps_d","gps_half_turn","latitude_turn","longitude_turn","gps_end","latitude_end","longitude_end","filter","data_manager","gps_owner","comment","longitude_start_clean","latitude_start_clean"
"100","SPY181906","YPF006",1,"22/06/2018","passe_faka_1","fakarava","French_Polynesia","France","megafauna","transect","transect_aller_retour","14:10","14:40","30",30,"0",NA,NA,"marine","61","-16.515778","-145.463558",NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","-16.511901","-145.463065",NA,NA,NA,0.2,"Virginie Marques","megafauna","No problem - courant sortant : pas de mur de requins","-145.463558","-16.515778"
"101","SPY181900","YPF006",2,"22/06/2018","passe_faka_1","fakarava","French_Polynesia","France","megafauna","transect","transect_aller_retour","14:54","15:19","27",27,"0",NA,NA,"marine","64","-16.516914","-145.462426",NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","-16.512185","-145.463879",NA,NA,NA,0.2,"Virginie Marques","megafauna","Problem pump - stopped at 25' - courant sortant : pas de mur de requins","-145.462426","-16.516914"
"102","SPY181912","YPF007",1,"23/06/2018","passe_faka_l","fakarava","French_Polynesia","France","megafauna","point","bag_underwater","11:15","11:15",NA,10,"30",NA,NA,"marine","68","-16.5209","-145.459671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Virginie Marques","megafauna","~40 requins gris, 34m. Filtration à la main (seringues stériles 100mL) - courant rentrant","-145.459671","-16.5209"
"103","SPY181899","YPF007",2,"23/06/2018","passe_faka_l","fakarava","French_Polynesia","France","megafauna","point","bag_underwater","11:15","11:15",NA,10,"30",NA,NA,"marine","68","-16.5209","-145.459671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Virginie Marques","megafauna","~40 requins gris, 34m. Filtration à la main (seringues stériles 100mL) - courant rentrant","-145.459671","-16.5209"
"104","SPY181907","YPF008",1,"23/06/2018","passe_faka_T","fakarava","French_Polynesia","France","megafauna","point","bag_underwater","11:15","11:15",NA,10,"30",NA,NA,"marine","68","-16.5209","-145.459671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Virginie Marques","megafauna","~20 requins gris, 31m. Filtration à la main (seringues stériles 100mL) - courant rentrant","-145.459671","-16.5209"
"105","SPY181888","YPF008",2,"23/06/2018","passe_faka_T","fakarava","French_Polynesia","France","megafauna","point","bag_underwater","11:15","11:15",NA,10,"30",NA,NA,"marine","68","-16.5209","-145.459671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"Virginie Marques","megafauna","~20 requins gris, 31m. Filtration à la main (seringues stériles 100mL) - courant rentrant","-145.459671","-16.5209"
"139","SPY181508","YSM13",1,"23/10/2018","tayrona_camera_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_rond","13:00","13:30","30",30,"0",NA,NA,"marine","128","?11.337649","?-74.110443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"129","?11.337384","?-74.110499",0.2,"Virginie Marques","megafauna","TAY1, Camera1_day1_morning, 10m","-74.110443","11.337649"
"140","SPY181538","YSM13",2,"23/10/2018","tayrona_camera_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_rond","13:00","13:30","30",30,"0",NA,NA,"marine","128","?11.337649","?-74.110443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"129","?11.337384","?-74.110499",0.2,"Virginie Marques","megafauna","TAY1, Camera1_day1_morning, 10m","-74.110443","11.337649"
"141","SPY181515","YSM14",3,"23/10/2018","tayrona_camera_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_rond","16:15","16:45","30",30,"0",NA,NA,"marine","128","?11.337649","?-74.110443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"129","?11.337384","?-74.110499",0.2,"Virginie Marques","megafauna","TAY2, Camera1_day1_evening","-74.110443","11.337649"
"142","SPY181525","YSM14",4,"23/10/2018","tayrona_camera_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_rond","16:15","16:45","30",30,"0",NA,NA,"marine","128","?11.337649","?-74.110443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"129","?11.337384","?-74.110499",0.2,"Virginie Marques","megafauna","TAY2, Camera1_day1_evening","-74.110443","11.337649"
"143","SPY181501","YSM15",5,"24/10/2018","tayrona_camera_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_rond","07:40","08:10","30",30,"0",NA,NA,"marine","128","?11.337649","?-74.110443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"129","?11.337384","?-74.110499",0.2,"Virginie Marques","megafauna","TAY3, Camera1_day2_morning","-74.110443","11.337649"
"144","SPY181514","YSM15",6,"24/10/2018","tayrona_camera_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_rond","07:40","08:10","30",30,"0",NA,NA,"marine","128","?11.337649","?-74.110443",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"129","?11.337384","?-74.110499",0.2,"Virginie Marques","megafauna","TAY3, Camera1_day2_morning","-74.110443","11.337649"
"145","SPY181500","YSM16",1,"25/10/2018","tayrona_camera_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_rond","11:08","11:38","30",30,"0",NA,NA,"marine","132","?11.328275","?-74.114845",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"133","?11.327992","?-74.114391",0.2,"Virginie Marques","megafauna","TAY4, Camera2_day1_morning","-74.114845","11.328275"
"146","SPY181516","YSM16",2,"25/10/2018","tayrona_camera_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_rond","11:08","11:38","30",30,"0",NA,NA,"marine","132","?11.328275","?-74.114845",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"133","?11.327992","?-74.114391",0.2,"Virginie Marques","megafauna","TAY4, Camera2_day1_morning","-74.114845","11.328275"
"147","SPY181499","YSM17",1,"25/10/2018","tayrona_saturation_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","12:02","12:32","30",30,"0",NA,NA,"marine","75","?11.330775","?-74.116304",NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","11.319237","-74.105329","76","?11.331073","?-74.116615",0.2,"Virginie Marques","megafauna","SAT1","-74.116304","11.330775"
"148","SPY181539","YSM17",2,"25/10/2018","tayrona_saturation_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","12:02","12:32","30",30,"0",NA,NA,"marine","75","?11.330775","?-74.116304",NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","11.319237","-74.105329","76","?11.331073","?-74.116615",0.2,"Virginie Marques","megafauna","SAT1","-74.116304","11.330775"
"149","SPY181503","YSM18",1,"25/10/2018","tayrona_saturation_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","14:07","14:37","30",30,"0",NA,NA,"marine","77","?11.340723","?-74.112103",NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","?11.320329","?-74.105287","79","?11.340310","?-74.111844",0.2,"Virginie Marques","megafauna","SAT2","-74.112103","11.340723"
"150","SPY181530","YSM18",2,"25/10/2018","tayrona_saturation_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","14:07","14:37","30",30,"0",NA,NA,"marine","77","?11.340723","?-74.112103",NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","?11.320329","?-74.105287","79","?11.340310","?-74.111844",0.2,"Virginie Marques","megafauna","SAT2","-74.112103","11.340723"
"151","SPY181903","YSM19",3,"25/10/2018","tayrona_saturation_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","14:55","15:25","30",30,"0",NA,NA,"marine","80","?11.341963","?-74.112686",NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","11.321972","-74.105442","81","?11.342078","?-74.112305",0.2,"Virginie Marques","megafauna","SAT3","-74.112686","11.341963"
"152","SPY181534","YSM19",4,"25/10/2018","tayrona_saturation_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","14:55","15:25","30",30,"0",NA,NA,"marine","80","?11.341963","?-74.112686",NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","11.321972","-74.105442","81","?11.342078","?-74.112305",0.2,"Virginie Marques","megafauna","SAT3","-74.112686","11.341963"
"153","SPY181889","YSM20",3,"25/10/2018","tayrona_camera_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","15:48","16:18","30",30,"0",NA,NA,"marine","82","?11.326676","?-74.114275",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"83","?11.328732","?-74.114753",0.2,"Virginie Marques","megafauna","TAY5, Camera2_day1_evening","-74.114275","11.326676"
"154","SPY181891","YSM20",4,"25/10/2018","tayrona_camera_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","15:48","16:18","30",30,"0",NA,NA,"marine","82","?11.326676","?-74.114275",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"83","?11.328732","?-74.114753",0.2,"Virginie Marques","megafauna","TAY5, Camera2_day1_evening","-74.114275","11.326676"
"155","SPY181540","YSM21",3,"25/10/2018","tayrona_saturation_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","17:25","17:55","30",30,"0",NA,NA,"marine","84","?11.330174","?-74.115761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","11.319065","-74.105460","85","?11.327559","?-74.114420",0.2,"Virginie Marques","megafauna","SAT4","-74.115761","11.330174"
"156","SPY181504","YSM21",4,"25/10/2018","tayrona_saturation_1","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","17:25","17:55","30",30,"0",NA,NA,"marine","84","?11.330174","?-74.115761",NA,NA,NA,NA,NA,NA,NA,NA,NA,"x","11.319065","-74.105460","85","?11.327559","?-74.114420",0.2,"Virginie Marques","megafauna","SAT4","-74.115761","11.330174"
"157","SPY181505","YSM22",5,"26/10/2018","tayrona_camera_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","06:41","07:11","30",30,"0",NA,NA,"marine","86","?11.328421","?-74.114296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"87","?11.327636","?-74.113831",0.2,"Virginie Marques","megafauna","TAY6, Camera2_day2_morning","-74.114296","11.328421"
"158","SPY181509","YSM22",6,"26/10/2018","tayrona_camera_2","santa_marta","Caribbean","Columbia","megafauna","transect","transect_aller_retour","06:41","07:11","30",30,"0",NA,NA,"marine","86","?11.328421","?-74.114296",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,NA,"87","?11.327636","?-74.113831",0.2,"Virginie Marques","megafauna","TAY6, Camera2_day2_morning","-74.114296","11.328421"
"159","SPY190618","MOI01",1,"08/04/2019","taaf_station","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","12:03","12:33","30",30,"0",NA,NA,"marine","105","-22.33944","40.33886",NA,NA,NA,NA,NA,NA,NA,NA,NA,"106","-22.32998","40.36085","107","-22.33347","40.34905",0.2,"Virginie Marques","megafauna","Observation : green turtles","40.33886","-22.33944"
"160","SPY181897","MOI01",2,"08/04/2019","taaf_station","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","12:03","12:33","30",30,"0",NA,NA,"marine","105","-22.33944","40.33886",NA,NA,NA,NA,NA,NA,NA,NA,NA,"106","-22.32998","40.36085","107","-22.33347","40.34905",0.2,"Virginie Marques","megafauna","Observation : green turtles","40.33886","-22.33944"
"161","SPY181529","MOI02",1,"09/04/2019","europa_distance_0m","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","12:01","12:39","30",30,"0",NA,NA,"marine","109","-22.33281","40.35581",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","-22.33091","40.37989","112","-22.32926","40.36572",0.2,"Virginie Marques","megafauna","Distance decay 0m","40.35581","-22.33281"
"162","SPY180771","MOI02",2,"09/04/2019","europa_distance_0m","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","12:01","12:39","30",30,"0",NA,NA,"marine","109","-22.33281","40.35581",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","-22.33091","40.37989","112","-22.32926","40.36572",0.2,"Virginie Marques","megafauna","Distance decay 0m","40.35581","-22.33281"
"163","SPY180766","MOI03",1,"09/04/2019","europa_distance_50m","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","13:06","13:36","30",30,"0",NA,NA,"marine","114","-22.33078","40.36129",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115","-22.32975","40.38043","116","-22.32888","40.3634",0.2,"Virginie Marques","megafauna","Distance decay 50m","40.36129","-22.33078"
"164","SPY181720","MOI03",2,"09/04/2019","europa_distance_50m","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","13:06","13:36","30",30,"0",NA,NA,"marine","114","-22.33078","40.36129",NA,NA,NA,NA,NA,NA,NA,NA,NA,"115","-22.32975","40.38043","116","-22.32888","40.3634",0.2,"Virginie Marques","megafauna","Distance decay 50m","40.36129","-22.33078"
"165","SPY181522","MOI04",1,"09/04/2019","europa_distance_300m","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","13:56","14:26","30",30,"0",NA,NA,"marine","117","-22.32652","40.36433",NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","-22.32829","40.38054","119","-22.32825","40.36197",0.2,"Virginie Marques","megafauna","Distance decay 300m","40.36433","-22.32652"
"166","SPY190611","MOI04",2,"09/04/2019","europa_distance_300m","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","13:56","14:26","30",30,"0",NA,NA,"marine","117","-22.32652","40.36433",NA,NA,NA,NA,NA,NA,NA,NA,NA,"118","-22.32829","40.38054","119","-22.32825","40.36197",0.2,"Virginie Marques","megafauna","Distance decay 300m","40.36433","-22.32652"
"167","SPY190610","MOI05",1,"09/04/2019","europa_distance_600m","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","14:43","15:13","30",30,"0",NA,NA,"marine","120","-22.32454","40.36156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","-22.32537","40.38092","122","-22.32384","40.36322",0.2,"Virginie Marques","megafauna","Distance decay 600m","40.36156","-22.32454"
"168","SPY181510","MOI05",2,"09/04/2019","europa_distance_600m","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","14:43","15:13","30",30,"0",NA,NA,"marine","120","-22.32454","40.36156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","-22.32537","40.38092","122","-22.32384","40.36322",0.2,"Virginie Marques","megafauna","Distance decay 600m","40.36156","-22.32454"
"178","SPY190629","MOI15",1,"11/04/2019","taaf_station2","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:50","11:20","30",30,"0",NA,NA,"marine","98","-22.33879","40.33888",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","-22.33182","40.36057","100","-22.33521","40.34951",0.2,"Virginie Marques","megafauna","turtles","40.33888","-22.33879"
"179","SPY190627","MOI15",2,"11/04/2019","taaf_station2","europa","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:50","11:20","30",30,"0",NA,NA,"marine","98","-22.33879","40.33888",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","-22.33182","40.36057","100","-22.33521","40.34951",0.2,"Virginie Marques","megafauna","turtles","40.33888","-22.33879"
"185","SPY190623","MOI21",1,"14/04/2019","juan_distance0","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","09:04","09:34","30",30,"0",NA,NA,"marine","102","-17.038661","42.66956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103","-17.05514","42.67807",0.2,"Virginie Marques","megafauna","Distance decay","42.66956","-17.038661"
"186","SPY190624","MOI21",2,"14/04/2019","juan_distance0","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","09:04","09:34","30",30,"0",NA,NA,"marine","102","-17.038661","42.66956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103","-17.05514","42.67807",0.2,"Virginie Marques","megafauna","Distance decay","42.66956","-17.038661"
"187","SPY190622","MOI22",1,"14/04/2019","juan_distance1","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:00","10:30","30",30,"0",NA,NA,"marine","104","-17.05547","42.67851",NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","-17.03916","42.67063","106","-17.04908","42.67333",0.2,"Virginie Marques","megafauna","Distance decay","42.67851","-17.05547"
"188","SPY190628","MOI22",2,"14/04/2019","juan_distance1","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:00","10:30","30",30,"0",NA,NA,"marine","104","-17.05547","42.67851",NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","-17.03916","42.67063","106","-17.04908","42.67333",0.2,"Virginie Marques","megafauna","Distance decay","42.67851","-17.05547"
"189","SPY190626","MOI23",1,"14/04/2019","juan_distance2","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:47","11:20","30",30,"0",NA,NA,"marine","107","-17.03868","42.66977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108","-17.05603","42.67631",0.2,"Virginie Marques","megafauna","Distance decay","42.66977","-17.03868"
"190","SPY190614","MOI23",2,"14/04/2019","juan_distance2","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:47","11:20","30",30,"0",NA,NA,"marine","107","-17.03868","42.66977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108","-17.05603","42.67631",0.2,"Virginie Marques","megafauna","Distance decay","42.66977","-17.03868"
"191","SPY190612","MOI24",1,"14/04/2019","juan_distance3","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","11:47","12:17","30",30,"0",NA,NA,"marine","109","-17.05712","42.67116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","-17.03912","42.65957","111","-17.04626","42.66076",0.2,"Virginie Marques","megafauna","Distance decay","42.67116","-17.05712"
"192","SPY180783","MOI24",2,"14/04/2019","juan_distance3","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","11:47","12:17","30",30,"0",NA,NA,"marine","109","-17.05712","42.67116",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110","-17.03912","42.65957","111","-17.04626","42.66076",0.2,"Virginie Marques","megafauna","Distance decay","42.67116","-17.05712"
"199","SPY181901","MOI31",1,"16/04/2019","juan_2","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:45","11:15","30",30,"0",NA,NA,"marine","112","-17.02874","42.74781",NA,NA,NA,NA,NA,NA,NA,NA,NA,"113","-17.04155","42.76719","114","-17.03697","42.76082",0.2,"Virginie Marques","megafauna",NA,"42.74781","-17.02874"
"200","SPY190609","MOI31",2,"16/04/2019","juan_2","juan_de_nova","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:45","11:15","30",30,"0",NA,NA,"marine","112","-17.02874","42.74781",NA,NA,NA,NA,NA,NA,NA,NA,NA,"113","-17.04155","42.76719","114","-17.03697","42.76082",0.2,"Virginie Marques","megafauna",NA,"42.74781","-17.02874"
"203","SPY190570","MOI34",1,"20/04/2019","glorieuse","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour",NA,NA,"30",30,"0",NA,NA,"marine","132","-11.58652","47.28334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","-11.56522","47.29042","134","-11.56827","47.28640",0.2,"Marco Andrello","megafauna",NA,"47.28334","-11.58652"
"204","SPY190582","MOI34",2,"20/04/2019","glorieuse","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour",NA,NA,"30",30,"0",NA,NA,"marine","132","-11.58652","47.28334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","-11.56522","47.29042","134","-11.56827","47.28640",0.2,"Marco Andrello","megafauna",NA,"47.28334","-11.58652"
"205","SPY190574","MOI35",1,"21/04/2019","glorieuse_distance_0m","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour","11:10","11:40","30",30,"0",NA,NA,"marine","136","-11.56444 ","47.29144",NA,NA,NA,NA,NA,NA,NA,NA,NA,"137","-11.58450"," 47.28304","138","-11.57419","47.28065",0.2,"Marco Andrello","megafauna","tortue","47.29144","-11.56444 "
"206","SPY190554","MOI35",2,"21/04/2019","glorieuse_distance_0m","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour","11:10","11:40","30",30,"0",NA,NA,"marine","136","-11.56444 ","47.29144",NA,NA,NA,NA,NA,NA,NA,NA,NA,"137","-11.58450"," 47.28304","138","-11.57419","47.28065",0.2,"Marco Andrello","megafauna","tortue","47.29144","-11.56444 "
"207","SPY190586","MOI36",1,"21/04/2019","glorieuse_distance_50m","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour","12:05","12:35","30",30,"0",NA,NA,"marine","139","-11.56593","47.28871",NA,NA,NA,NA,NA,NA,NA,NA,NA,"140","-11.58536","47.28249","141","-11.57340","47.28075",0.2,"Marco Andrello","megafauna",NA,"47.28871","-11.56593"
"208","SPY190561","MOI36",2,"21/04/2019","glorieuse_distance_50m","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour","12:05","12:35","30",30,"0",NA,NA,"marine","139","-11.56593","47.28871",NA,NA,NA,NA,NA,NA,NA,NA,NA,"140","-11.58536","47.28249","141","-11.57340","47.28075",0.2,"Marco Andrello","megafauna",NA,"47.28871","-11.56593"
"209","SPY190580","MOI37",1,"21/04/2019","glorieuse_distance_100m","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour","13:05","13:35","30",30,"0",NA,NA,"marine","142","-11.56503","47.28774",NA,NA,NA,NA,NA,NA,NA,NA,NA,"143","-11.58580","47.28159","144","-11.57386","47.27933",0.2,"Marco Andrello","megafauna",NA,"47.28774","-11.56503"
"210","SPY190575","MOI37",2,"21/04/2019","glorieuse_distance_100m","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour","13:05","13:35","30",30,"0",NA,NA,"marine","142","-11.56503","47.28774",NA,NA,NA,NA,NA,NA,NA,NA,NA,"143","-11.58580","47.28159","144","-11.57386","47.27933",0.2,"Marco Andrello","megafauna",NA,"47.28774","-11.56503"
"211","SPY190563","MOI38",1,"21/04/2019","glorieuse_distance_300m","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour","14:00","14:30","30",30,"0",NA,NA,"marine","145","-11.56269","47.28501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"146","-11.58661","47.27867","147","-11.57662","47.27588",0.2,"Marco Andrello","megafauna","Le Marion Dufresne était entre le transect MOI37 et le MOI38.","47.28501","-11.56269"
"212","SPY190553","MOI38",2,"21/04/2019","glorieuse_distance_300m","glorieuse","Iles_Eparses","France","megafauna","transect","transect_aller_retour","14:00","14:30","30",30,"0",NA,NA,"marine","145","-11.56269","47.28501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"146","-11.58661","47.27867","147","-11.57662","47.27588",0.2,"Marco Andrello","megafauna",NA,"47.28501","-11.56269"
"225","SPY190578","MOI51",1,"28/04/2019","tromelin_distance_0m","tromelin","Iles_Eparses","France","megafauna","transect","transect_aller_retour","09:25","09:55","30",30,"0",NA,NA,"marine","132","-15.89278","54.51736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","-15.882756","54.509334","134","-15.88345","54.50957",0.2,"Marco Andrello","megafauna",NA,"54.51736","-15.89278"
"226","SPY190588","MOI51",2,"28/04/2019","tromelin_distance_0m","tromelin","Iles_Eparses","France","megafauna","transect","transect_aller_retour","09:25","09:55","30",30,"0",NA,NA,"marine","132","-15.89278","54.51736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","-15.882756","54.509334","134","-15.88345","54.50957",0.2,"Marco Andrello","megafauna","le capuchon blanc du filtre a sauté, on l'a remplacé par le capuchon d'un autre filtre","54.51736","-15.89278"
"227","SPY190592","MOI52",1,"28/04/2019","tromelin_distance_50m","tromelin","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:15","10:45","30",30,"0",NA,NA,"marine","135","-15.89311","54.51689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136","-15.88494","54.50617 ",0.2,"Marco Andrello","megafauna","rain","54.51689","-15.89311"
"228","SPY190593","MOI52",2,"28/04/2019","tromelin_distance_50m","tromelin","Iles_Eparses","France","megafauna","transect","transect_aller_retour","10:15","10:45","30",30,"0",NA,NA,"marine","135","-15.89311","54.51689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136","-15.88494","54.50617 ",0.2,"Marco Andrello","megafauna","rain","54.51689","-15.89311"
"229","SPY190567","MOI53",1,"28/04/2019","tromelin_distance_100m","tromelin","Iles_Eparses","France","megafauna","transect","transect_aller_retour","11:00","11:30","30",30,"0",NA,NA,"marine","137","-15.89239","54.51390",NA,NA,NA,NA,NA,NA,NA,NA,NA,"138","-15.88375","54.50290","139","-15.89176"," 54.50872",0.2,"Marco Andrello","megafauna","rain","54.51390","-15.89239"
"230","SPY190557","MOI53",2,"28/04/2019","tromelin_distance_100m","tromelin","Iles_Eparses","France","megafauna","transect","transect_aller_retour","11:00","11:30","30",30,"0",NA,NA,"marine","137","-15.89239","54.51390",NA,NA,NA,NA,NA,NA,NA,NA,NA,"138","-15.88375","54.50290","139","-15.89176"," 54.50872",0.2,"Marco Andrello","megafauna","rain","54.51390","-15.89239"
"420","SPY181060","LENG002",1,"17/10/2017","LENG002","nusa_ulan","West_Papua","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"0",29.5,NA,"marine",NA,"-04.11588","132.97463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.97463","-04.11588"
"421","SPY181049","LENG002",2,"17/10/2017","LENG002","nusa_ulan","West_Papua","Indonesia","lengguru","point","bag_underwater","15:30",NA,NA,2,"0",29.5,NA,"marine",NA,"-04.11588","132.97463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"132.97463","-04.11588"
"422","SPY181059","LENG003",1,"18/10/2017","LENG003","nusa_ulan","West_Papua","Indonesia","lengguru","point","bag_underwater","12:00",NA,NA,2,"39",29.5,NA,"marine",NA,"-04.11785","133.01915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.01915","-04.11785"
"423","SPY180180","LENG003",2,"18/10/2017","LENG003","nusa_ulan","West_Papua","Indonesia","lengguru","point","bag_underwater","12:00",NA,NA,1.7,"39",29.5,NA,"marine",NA,"-04.11785","133.01915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,"Buffer does not cover all  the filter","133.01915","-04.11785"
"424","SPY181021","LENG004",1,"18/10/2017","LENG004","nusa_ulan","West_Papua","Indonesia","lengguru","point","bag_underwater","12:15",NA,NA,2,"0",30,NA,"marine",NA,"-04.11746","133.02032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,"JB Juhel",NA,NA,"133.02032","-04.11746"
