"","family","n_species","n_sp_total","prop","site35","province"
"319","Synodontidae",1,104,0.00961538461538462,"site21","Sahul_Shelf"
"1612","Pomacentridae",10,50,0.2,"site22","Northeast_Australian_Shelf"
"812","Labridae",9,50,0.18,"site22","Northeast_Australian_Shelf"
"412","Chaetodontidae",5,50,0.1,"site22","Northeast_Australian_Shelf"
"612","Gobiidae",3,50,0.06,"site22","Northeast_Australian_Shelf"
"1012","Lutjanidae",3,50,0.06,"site22","Northeast_Australian_Shelf"
"712","Haemulidae",2,50,0.04,"site22","Northeast_Australian_Shelf"
"1412","Nemipteridae",2,50,0.04,"site22","Northeast_Australian_Shelf"
"1712","Scaridae",2,50,0.04,"site22","Northeast_Australian_Shelf"
"1812","Serranidae",2,50,0.04,"site22","Northeast_Australian_Shelf"
"1912","Siganidae",2,50,0.04,"site22","Northeast_Australian_Shelf"
"160","Acanthuridae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"249","Apogonidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"320","Blenniidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"512","Dasyatidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"912","Latidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"1116","Microdesmidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"1214","Mullidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"1312","Muraenidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"1512","Pomacanthidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"2012","Tetraodontidae",1,50,0.02,"site22","Northeast_Australian_Shelf"
"2214","Pomacentridae",31,154,0.201298701298701,"site23","Northeast_Australian_Shelf"
"1117","Labridae",20,154,0.12987012987013,"site23","Northeast_Australian_Shelf"
"813","Gobiidae",19,154,0.123376623376623,"site23","Northeast_Australian_Shelf"
"2410","Scaridae",14,154,0.0909090909090909,"site23","Northeast_Australian_Shelf"
"250","Apogonidae",9,154,0.0584415584415584,"site23","Northeast_Australian_Shelf"
"613","Chaetodontidae",7,154,0.0454545454545455,"site23","Northeast_Australian_Shelf"
"267","Serranidae",7,154,0.0454545454545455,"site23","Northeast_Australian_Shelf"
"170","Acanthuridae",5,154,0.0324675324675325,"site23","Northeast_Australian_Shelf"
"324","Blenniidae",5,154,0.0324675324675325,"site23","Northeast_Australian_Shelf"
"2116","Pomacanthidae",4,154,0.025974025974026,"site23","Northeast_Australian_Shelf"
"413","Caesionidae",3,154,0.0194805194805195,"site23","Northeast_Australian_Shelf"
"1013","Holocentridae",3,154,0.0194805194805195,"site23","Northeast_Australian_Shelf"
"1313","Lutjanidae",3,154,0.0194805194805195,"site23","Northeast_Australian_Shelf"
"1913","Pinguipedidae",3,154,0.0194805194805195,"site23","Northeast_Australian_Shelf"
"276","Siganidae",3,154,0.0194805194805195,"site23","Northeast_Australian_Shelf"
"513","Carangidae",2,154,0.012987012987013,"site23","Northeast_Australian_Shelf"
"913","Haemulidae",2,154,0.012987012987013,"site23","Northeast_Australian_Shelf"
"1613","Mullidae",2,154,0.012987012987013,"site23","Northeast_Australian_Shelf"
"1813","Ostraciidae",2,154,0.012987012987013,"site23","Northeast_Australian_Shelf"
"2013","Plesiopidae",2,154,0.012987012987013,"site23","Northeast_Australian_Shelf"
"713","Ephippidae",1,154,0.00649350649350649,"site23","Northeast_Australian_Shelf"
"1215","Lethrinidae",1,154,0.00649350649350649,"site23","Northeast_Australian_Shelf"
"1413","Microdesmidae",1,154,0.00649350649350649,"site23","Northeast_Australian_Shelf"
"1513","Monacanthidae",1,154,0.00649350649350649,"site23","Northeast_Australian_Shelf"
"1713","Nemipteridae",1,154,0.00649350649350649,"site23","Northeast_Australian_Shelf"
"2312","Pseudochromidae",1,154,0.00649350649350649,"site23","Northeast_Australian_Shelf"
"257","Scombridae",1,154,0.00649350649350649,"site23","Northeast_Australian_Shelf"
"285","Synodontidae",1,154,0.00649350649350649,"site23","Northeast_Australian_Shelf"
"2117","Labridae",23,183,0.12568306010929,"site26","Northwest_Australian_Shelf"
"354","Pomacentridae",20,183,0.109289617486339,"site26","Northwest_Australian_Shelf"
"258","Apogonidae",11,183,0.0601092896174863,"site26","Northwest_Australian_Shelf"
"325","Blenniidae",11,183,0.0601092896174863,"site26","Northwest_Australian_Shelf"
"40","Serranidae",11,183,0.0601092896174863,"site26","Northwest_Australian_Shelf"
"714","Chaetodontidae",10,183,0.0546448087431694,"site26","Northwest_Australian_Shelf"
"1614","Gobiidae",10,183,0.0546448087431694,"site26","Northwest_Australian_Shelf"
"180","Acanthuridae",8,183,0.0437158469945355,"site26","Northwest_Australian_Shelf"
"2411","Lutjanidae",6,183,0.0327868852459016,"site26","Northwest_Australian_Shelf"
"381","Scaridae",6,183,0.0327868852459016,"site26","Northwest_Australian_Shelf"
"414","Caesionidae",5,183,0.0273224043715847,"site26","Northwest_Australian_Shelf"
"295","Nemipteridae",5,183,0.0273224043715847,"site26","Northwest_Australian_Shelf"
"1714","Haemulidae",4,183,0.0218579234972678,"site26","Northwest_Australian_Shelf"
"514","Carangidae",3,183,0.0163934426229508,"site26","Northwest_Australian_Shelf"
"1914","Holocentridae",3,183,0.0163934426229508,"site26","Northwest_Australian_Shelf"
"2313","Lethrinidae",3,183,0.0163934426229508,"site26","Northwest_Australian_Shelf"
"326","Pempheridae",3,183,0.0163934426229508,"site26","Northwest_Australian_Shelf"
"344","Pomacanthidae",3,183,0.0163934426229508,"site26","Northwest_Australian_Shelf"
"373","Pseudochromidae",3,183,0.0163934426229508,"site26","Northwest_Australian_Shelf"
"415","Siganidae",3,183,0.0163934426229508,"site26","Northwest_Australian_Shelf"
"914","Dasyatidae",2,183,0.0109289617486339,"site26","Northwest_Australian_Shelf"
"1216","Ephippidae",2,183,0.0109289617486339,"site26","Northwest_Australian_Shelf"
"277","Mullidae",2,183,0.0109289617486339,"site26","Northwest_Australian_Shelf"
"3110","Ostraciidae",2,183,0.0109289617486339,"site26","Northwest_Australian_Shelf"
"431","Sphyraenidae",2,183,0.0109289617486339,"site26","Northwest_Australian_Shelf"
"614","Carcharhinidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"814","Cirrhitidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"1014","Diodontidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"1118","Echeneidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"1314","Ginglymostomatidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"1414","Glaucosomatidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"1514","Gobiesocidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"1814","Hemiscylliidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"2014","Kyphosidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"2215","Latidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"259","Microdesmidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"268","Monacanthidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"286","Muraenidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"305","Orectolobidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"334","Plotosidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"363","Priacanthidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"391","Scorpaenidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"421","Sparidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"441","Synodontidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"451","Tetraodontidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"461","Tripterygiidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"471","Zanclidae",1,183,0.00546448087431694,"site26","Northwest_Australian_Shelf"
"1815","Pomacentridae",15,66,0.227272727272727,"site27","Sahul_Shelf"
"2118","Serranidae",7,66,0.106060606060606,"site27","Sahul_Shelf"
"1315","Labridae",6,66,0.0909090909090909,"site27","Sahul_Shelf"
"615","Chaetodontidae",5,66,0.0757575757575758,"site27","Sahul_Shelf"
"1015","Gobiidae",3,66,0.0454545454545455,"site27","Sahul_Shelf"
"1615","Nemipteridae",3,66,0.0454545454545455,"site27","Sahul_Shelf"
"1715","Pomacanthidae",3,66,0.0454545454545455,"site27","Sahul_Shelf"
"190","Acanthuridae",2,66,0.0303030303030303,"site27","Sahul_Shelf"
"327","Blenniidae",2,66,0.0303030303030303,"site27","Sahul_Shelf"
"416","Caesionidae",2,66,0.0303030303030303,"site27","Sahul_Shelf"
"515","Carangidae",2,66,0.0303030303030303,"site27","Sahul_Shelf"
"1415","Lethrinidae",2,66,0.0303030303030303,"site27","Sahul_Shelf"
"2015","Scaridae",2,66,0.0303030303030303,"site27","Sahul_Shelf"
"2216","Siganidae",2,66,0.0303030303030303,"site27","Sahul_Shelf"
"260","Apogonidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"715","Dasyatidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"815","Diodontidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"915","Ephippidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"1119","Haemulidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"1217","Holocentridae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"1515","Lutjanidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"1915","Pseudochromidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"2314","Tetraodontidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"2412","Zanclidae",1,66,0.0151515151515152,"site27","Sahul_Shelf"
"2016","Labridae",36,228,0.157894736842105,"site28","Northwest_Australian_Shelf"
"345","Pomacentridae",27,228,0.118421052631579,"site28","Northwest_Australian_Shelf"
"916","Chaetodontidae",19,228,0.0833333333333333,"site28","Northwest_Australian_Shelf"
"1616","Gobiidae",15,228,0.0657894736842105,"site28","Northwest_Australian_Shelf"
"1100","Acanthuridae",14,228,0.0614035087719298,"site28","Northwest_Australian_Shelf"
"374","Scaridae",14,228,0.0614035087719298,"site28","Northwest_Australian_Shelf"
"392","Serranidae",10,228,0.043859649122807,"site28","Northwest_Australian_Shelf"
"516","Blenniidae",9,228,0.0394736842105263,"site28","Northwest_Australian_Shelf"
"269","Apogonidae",6,228,0.0263157894736842,"site28","Northwest_Australian_Shelf"
"2610","Mullidae",6,228,0.0263157894736842,"site28","Northwest_Australian_Shelf"
"1716","Haemulidae",5,228,0.0219298245614035,"site28","Northwest_Australian_Shelf"
"401","Siganidae",5,228,0.0219298245614035,"site28","Northwest_Australian_Shelf"
"616","Caesionidae",4,228,0.0175438596491228,"site28","Northwest_Australian_Shelf"
"2510","Monacanthidae",4,228,0.0175438596491228,"site28","Northwest_Australian_Shelf"
"335","Pomacanthidae",4,228,0.0175438596491228,"site28","Northwest_Australian_Shelf"
"417","Balistidae",3,228,0.0131578947368421,"site28","Northwest_Australian_Shelf"
"816","Carcharhinidae",3,228,0.0131578947368421,"site28","Northwest_Australian_Shelf"
"1816","Holocentridae",3,228,0.0131578947368421,"site28","Northwest_Australian_Shelf"
"2217","Lethrinidae",3,228,0.0131578947368421,"site28","Northwest_Australian_Shelf"
"2315","Lutjanidae",3,228,0.0131578947368421,"site28","Northwest_Australian_Shelf"
"278","Muraenidae",3,228,0.0131578947368421,"site28","Northwest_Australian_Shelf"
"306","Pempheridae",3,228,0.0131578947368421,"site28","Northwest_Australian_Shelf"
"716","Carangidae",2,228,0.0087719298245614,"site28","Northwest_Australian_Shelf"
"1016","Cirrhitidae",2,228,0.0087719298245614,"site28","Northwest_Australian_Shelf"
"287","Nemipteridae",2,228,0.0087719298245614,"site28","Northwest_Australian_Shelf"
"296","Ostraciidae",2,228,0.0087719298245614,"site28","Northwest_Australian_Shelf"
"328","Plotosidae",2,228,0.0087719298245614,"site28","Northwest_Australian_Shelf"
"418","Synodontidae",2,228,0.0087719298245614,"site28","Northwest_Australian_Shelf"
"422","Tetraodontidae",2,228,0.0087719298245614,"site28","Northwest_Australian_Shelf"
"329","Aulostomidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"1120","Dasyatidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"1218","Diodontidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"1316","Echeneidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"1416","Ephippidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"1516","Fistulariidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"1916","Kyphosidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"2119","Latidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"2413","Microdesmidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"3111","Pinguipedidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"355","Priacanthidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"364","Pseudochromidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"382","Scorpaenidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"432","Tripterygiidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"442","Zanclidae",1,228,0.0043859649122807,"site28","Northwest_Australian_Shelf"
"1717","Labridae",29,143,0.202797202797203,"site30","Northwest_Australian_Shelf"
"2611","Pomacentridae",20,143,0.13986013986014,"site30","Northwest_Australian_Shelf"
"817","Chaetodontidae",11,143,0.0769230769230769,"site30","Northwest_Australian_Shelf"
"288","Scaridae",11,143,0.0769230769230769,"site30","Northwest_Australian_Shelf"
"517","Blenniidae",7,143,0.048951048951049,"site30","Northwest_Australian_Shelf"
"1317","Gobiidae",7,143,0.048951048951049,"site30","Northwest_Australian_Shelf"
"1101","Acanthuridae",5,143,0.034965034965035,"site30","Northwest_Australian_Shelf"
"270","Apogonidae",5,143,0.034965034965035,"site30","Northwest_Australian_Shelf"
"3112","Siganidae",5,143,0.034965034965035,"site30","Northwest_Australian_Shelf"
"1917","Lutjanidae",4,143,0.027972027972028,"site30","Northwest_Australian_Shelf"
"307","Serranidae",4,143,0.027972027972028,"site30","Northwest_Australian_Shelf"
"1417","Haemulidae",3,143,0.020979020979021,"site30","Northwest_Australian_Shelf"
"2120","Mullidae",3,143,0.020979020979021,"site30","Northwest_Australian_Shelf"
"2511","Pomacanthidae",3,143,0.020979020979021,"site30","Northwest_Australian_Shelf"
"3210","Synodontidae",3,143,0.020979020979021,"site30","Northwest_Australian_Shelf"
"917","Dasyatidae",2,143,0.013986013986014,"site30","Northwest_Australian_Shelf"
"1817","Lethrinidae",2,143,0.013986013986014,"site30","Northwest_Australian_Shelf"
"279","Pseudochromidae",2,143,0.013986013986014,"site30","Northwest_Australian_Shelf"
"336","Tetraodontidae",2,143,0.013986013986014,"site30","Northwest_Australian_Shelf"
"330","Aulostomidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"419","Balistidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"617","Caesionidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"717","Carcharhinidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"1017","Diodontidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"1121","Echeneidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"1219","Fistulariidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"1517","Holocentridae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"1617","Kyphosidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"2017","Monacanthidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"2218","Nemipteridae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"2316","Ostraciidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"2414","Plotosidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"297","Scorpaenidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"346","Zanclidae",1,143,0.00699300699300699,"site30","Northwest_Australian_Shelf"
"1220","Labridae",8,72,0.111111111111111,"site31","Northwest_Australian_Shelf"
"2317","Pomacentridae",8,72,0.111111111111111,"site31","Northwest_Australian_Shelf"
"289","Serranidae",7,72,0.0972222222222222,"site31","Northwest_Australian_Shelf"
"1018","Haemulidae",5,72,0.0694444444444444,"site31","Northwest_Australian_Shelf"
"918","Gobiidae",4,72,0.0555555555555556,"site31","Northwest_Australian_Shelf"
"1518","Lutjanidae",4,72,0.0555555555555556,"site31","Northwest_Australian_Shelf"
"420","Carangidae",3,72,0.0416666666666667,"site31","Northwest_Australian_Shelf"
"518","Chaetodontidae",3,72,0.0416666666666667,"site31","Northwest_Australian_Shelf"
"1102","Acanthuridae",2,72,0.0277777777777778,"site31","Northwest_Australian_Shelf"
"337","Caesionidae",2,72,0.0277777777777778,"site31","Northwest_Australian_Shelf"
"1418","Lethrinidae",2,72,0.0277777777777778,"site31","Northwest_Australian_Shelf"
"1818","Nemipteridae",2,72,0.0277777777777778,"site31","Northwest_Australian_Shelf"
"1918","Ostraciidae",2,72,0.0277777777777778,"site31","Northwest_Australian_Shelf"
"2219","Pomacanthidae",2,72,0.0277777777777778,"site31","Northwest_Australian_Shelf"
"2512","Pseudochromidae",2,72,0.0277777777777778,"site31","Northwest_Australian_Shelf"
"280","Blenniidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"618","Diodontidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"718","Ephippidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"818","Ginglymostomatidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"1122","Holocentridae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"1318","Latidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"1618","Microdesmidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"1718","Mullidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"2018","Pempheridae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"2121","Plotosidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"2415","Priacanthidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"2612","Scaridae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"2710","Scorpaenidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"298","Siganidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"308","Sparidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"3113","Tetraodontidae",1,72,0.0138888888888889,"site31","Northwest_Australian_Shelf"
"338","Chaetodontidae",5,44,0.113636363636364,"site33","Sahul_Shelf"
